Targets	N.A	HumanOrtho	HumanTAAS	HumanTAAS.HumanOrtho	HumanOrtho_inTAASc	HumanTAAS_inTAASc	HumanTAAS.HumanOrtho_inTAASc	Types					
0.PHALE,EURHE,CALAN,CHAPE,CAPCA,PODCR	2	2	2	100	0	0	0	4_Random_controls					
0.PHALE,EURHE,CALAN,CHAPE,CAPCA,PTEGU	1	0	0	0	0	0	0	4_Random_controls					
0.PHALE,EURHE,CALAN,CHAPE,GALGA,MELGA	10	10	8	80	1	0	0	4_Random_controls					
0.PHALE,EURHE,CALAN,CHAPE,TINMA,STRCA	8	7	3	42.85714	0	0	0	4_Random_controls					
0.PHALE,EURHE,CHAPE,CHLUN,TAUER,CUCCA	2	1	1	100	0	0	0	4_Random_controls					
0.PHALE,EURHE,CHAVO,BALRE,GALGA,MELGA	4	4	4	100	0	0	0	4_Random_controls					
0.PHALE,EURHE,CHAVO,BALRE,OPHHO,CAPCA	0	0	0	0	0	0	0	4_Random_controls					
0.PHALE,EURHE,CHAVO,BALRE,TINMA,STRCA	3	2	2	100	0	0	0	4_Random_controls					
0.PHALE,EURHE,GALGA,MELGA,TINMA,STRCA	46	39	33	84.61538	3	3	100	4_Random_controls					
0.PHALE,EURHE,MESUN,PTEGU,PHORU,PODCR	2	2	1	50	0	0	0	4_Random_controls					
0.PHALE,EURHE,OPHHO,CHLUN,TAUER,CUCCA	1	1	1	100	0	0	0	4_Random_controls					
0.PHALE,EURHE,PHORU,PODCR,GALGA,MELGA	10	8	7	87.5	2	2	100	4_Random_controls					
0.PHALE,PHORU,PODCR,GALGA,MELGA,ANAPL	7	4	2	50	0	0	0	4_Random_controls					
0.PICPU,CALAN,CHAPE,GALGA,MELGA,ANAPL	54	44	35	79.54545	6	4	66.66667	4_Random_controls					
0.PICPU,FULGL,PYGAD,APTFO,CALAN,CHAPE	6	6	4	66.66667	1	1	100	4_Random_controls					
0.PICPU,FULGL,PYGAD,APTFO,MESUN,PTEGU	0	0	0	0	0	0	0	4_Random_controls					
0.PICPU,HALLE,HALAL,CATAU,MESUN,PTEGU	4	3	3	100	0	0	0	4_Random_controls					
0.PICPU,HALLE,HALAL,CHAVO,BALRE,OPHHO	0	0	0	0	0	0	0	4_Random_controls					
0.PICPU,PELCR,EGRGA,NIPNI,GALGA,MELGA	5	4	4	100	0	0	0	4_Random_controls					
0.PICPU,PELCR,EGRGA,NIPNI,PHACA,ANAPL	3	2	2	100	1	1	100	4_Random_controls					
0.PICPU,PELCR,EGRGA,NIPNI,PHACA,CHAPE	1	1	1	100	1	1	100	4_Random_controls					
0.PICPU,PELCR,EGRGA,NIPNI,PHACA,CHLUN	1	1	1	100	0	0	0	4_Random_controls					
0.PICPU,PELCR,EGRGA,NIPNI,PHACA,PTEGU	3	3	3	100	0	0	0	4_Random_controls					
0.PICPU,PELCR,EGRGA,NIPNI,PHACA,STRCA	1	1	1	100	0	0	0	4_Random_controls					
0.PICPU,PYGAD,APTFO,CALAN,CHAPE,CAPCA	3	3	1	33.33333	1	0	0	4_Random_controls					
0.PYGAD,APTFO,BALRE,GALGA,MELGA,ANAPL	15	14	13	92.85714	2	2	100	4_Random_controls					
0.PYGAD,APTFO,CALAN,CHAPE,CAPCA,GALGA	1	1	1	100	0	0	0	4_Random_controls					
0.PYGAD,APTFO,CALAN,GALGA,MELGA,ANAPL	20	15	13	86.66667	2	2	100	4_Random_controls					
0.PYGAD,APTFO,CHAVO,BALRE,OPHHO,CHLUN	0	0	0	0	0	0	0	4_Random_controls					
0.PYGAD,APTFO,CHAVO,BALRE,OPHHO,TAUER	1	0	0	0	0	0	0	4_Random_controls					
0.PYGAD,APTFO,CHLUN,TAUER,CUCCA,PTEGU	1	1	1	100	0	0	0	4_Random_controls					
0.PYGAD,CALAN,CHAPE,CHLUN,TAUER,CUCCA	0	0	0	0	0	0	0	4_Random_controls					
0.PYGAD,CHAVO,BALRE,CALAN,CHAPE,CAPCA	0	0	0	0	0	0	0	4_Random_controls					
0.PYGAD,CHAVO,BALRE,OPHHO,GALGA,MELGA	4	2	1	50	0	0	0	4_Random_controls					
0.PYGAD,CHAVO,BALRE,OPHHO,PHORU,PODCR	0	0	0	0	0	0	0	4_Random_controls					
0.TAEGU,BUCRH,PELCR,EGRGA,NIPNI,PHACA	3	3	3	100	0	0	0	4_Random_controls					
0.TAEGU,CHAVO,BALRE,CALAN,CHAPE,CAPCA	1	1	1	100	0	0	0	4_Random_controls					
0.TAEGU,CHAVO,BALRE,OPHHO,CALAN,CHAPE	0	0	0	0	0	0	0	4_Random_controls					
0.TAEGU,CHAVO,BALRE,OPHHO,CHLUN,TAUER	0	0	0	0	0	0	0	4_Random_controls					
0.TAEGU,FULGL,PYGAD,APTFO,TINMA,STRCA	0	0	0	0	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,APAVI,CALAN,CHAPE,CAPCA	10	9	8	88.88889	1	1	100	4_Random_controls					
0.TAEGU,GEOFO,APTFO,MESUN,PTEGU,COLLI	0	0	0	0	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,BUCRH,CHAVO,BALRE,OPHHO	0	0	0	0	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,CALAN,CHAPE,CAPCA,PODCR	5	2	0	0	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,CALAN,CHLUN,TAUER,CUCCA	4	3	3	100	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,CALAN,GALGA,MELGA,ANAPL	51	42	29	69.04762	4	4	100	4_Random_controls					
0.TAEGU,GEOFO,CARCR,CHAVO,BALRE,OPHHO	0	0	0	0	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,CATAU,CALAN,CHAPE,CAPCA	3	3	3	100	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,CHAVO,BALRE,OPHHO,CAPCA	0	0	0	0	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,CHAVO,BALRE,OPHHO,MESUN	1	1	0	0	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,CHAVO,BALRE,OPHHO,TAUER	0	0	0	0	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,CHAVO,CALAN,CHAPE,CAPCA	3	2	1	50	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,CHAVO,MESUN,PTEGU,COLLI	5	4	3	75	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,CHLUN,TAUER,CUCCA,PODCR	4	4	4	100	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,CHLUN,TAUER,CUCCA,PTEGU	2	2	1	50	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,CORBR,APAVI,MESUN,PTEGU	22	20	17	85	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,CORBR,APAVI,TINMA,STRCA	110	91	75	82.41758	12	10	83.33333	4_Random_controls					
0.TAEGU,GEOFO,CORBR,BUCRH,GALGA,MELGA	151	129	97	75.1938	15	11	73.33333	4_Random_controls					
0.TAEGU,GEOFO,CORBR,BUCRH,PYGAD,APTFO	27	19	16	84.21053	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,CORBR,CARCR,PYGAD,APTFO	11	10	6	60	1	0	0	4_Random_controls					
0.TAEGU,GEOFO,CORBR,CATAU,GALGA,MELGA	51	48	34	70.83333	6	5	83.33333	4_Random_controls					
0.TAEGU,GEOFO,CORBR,CHAVO,BALRE,CAPCA	6	6	6	100	2	2	100	4_Random_controls					
0.TAEGU,GEOFO,CORBR,CHAVO,BALRE,CHAPE	8	7	5	71.42857	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,CORBR,CHAVO,BALRE,TINMA	11	10	9	90	1	0	0	4_Random_controls					
0.TAEGU,GEOFO,CORBR,CHAVO,TINMA,STRCA	54	49	39	79.59184	8	5	62.5	4_Random_controls					
0.TAEGU,GEOFO,CORBR,CHLUN,TAUER,GALGA	15	15	12	80	4	3	75	4_Random_controls					
0.TAEGU,GEOFO,CORBR,CHLUN,TAUER,MESUN	14	13	12	92.30769	1	1	100	4_Random_controls					
0.TAEGU,GEOFO,CORBR,CHLUN,TAUER,PHORU	3	3	2	66.66667	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,CORBR,CHLUN,TAUER,TINMA	16	15	12	80	1	1	100	4_Random_controls					
0.TAEGU,GEOFO,CORBR,COLST,CALAN,CHAPE	66	50	36	72	9	6	66.66667	4_Random_controls					
0.TAEGU,GEOFO,CORBR,COLST,PELCR,EGRGA	9	7	4	57.14286	1	1	100	4_Random_controls					
0.TAEGU,GEOFO,CORBR,EGRGA,CHAVO,BALRE	6	5	5	100	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,CORBR,FALPE,PELCR,EGRGA	12	10	9	90	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,CORBR,FALPE,PHORU,PODCR	13	11	10	90.90909	1	1	100	4_Random_controls					
0.TAEGU,GEOFO,CORBR,FULGL,CALAN,CHAPE	25	22	19	86.36364	3	2	66.66667	4_Random_controls					
0.TAEGU,GEOFO,CORBR,FULGL,GALGA,MELGA	45	36	29	80.55556	7	6	85.71429	4_Random_controls					
0.TAEGU,GEOFO,CORBR,GALGA,MELGA,TINMA	214	184	152	82.6087	24	15	62.5	4_Random_controls					
0.TAEGU,GEOFO,CORBR,GAVST,GALGA,MELGA	56	49	43	87.7551	9	7	77.77778	4_Random_controls					
0.TAEGU,GEOFO,CORBR,GAVST,PHORU,PODCR	5	4	3	75	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,CORBR,HALAL,GALGA,MELGA	5	5	4	80	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,CORBR,HALLE,CHAVO,BALRE	1	1	1	100	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,CORBR,HALLE,GALGA,MELGA	15	12	9	75	1	0	0	4_Random_controls					
0.TAEGU,GEOFO,CORBR,HALLE,HALAL,FULGL	14	11	9	81.81818	2	1	50	4_Random_controls					
0.TAEGU,GEOFO,CORBR,HALLE,HALAL,GAVST	25	23	18	78.26087	1	0	0	4_Random_controls					
0.TAEGU,GEOFO,CORBR,HALLE,HALAL,PTEGU	46	42	32	76.19048	6	4	66.66667	4_Random_controls					
0.TAEGU,GEOFO,CORBR,HALLE,HALAL,PYGAD	10	7	5	71.42857	3	2	66.66667	4_Random_controls					
0.TAEGU,GEOFO,CORBR,LEPDI,CHLUN,TAUER	6	5	2	40	1	1	100	4_Random_controls					
0.TAEGU,GEOFO,CORBR,LEPDI,PHALE,EURHE	7	5	5	100	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,APAVI,HALLE	7	5	5	100	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,APAVI,PHALE	68	65	51	78.46154	2	1	50	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,APTFO,BALRE	9	8	7	87.5	2	2	100	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,APTFO,CHLUN	4	3	1	33.33333	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,APTFO,GALGA	14	12	8	66.66667	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,BALRE,ANAPL	61	56	49	87.5	6	6	100	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,BALRE,CHAPE	68	58	52	89.65517	5	5	100	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,BALRE,COLLI	63	57	42	73.68421	7	3	42.85714	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,BUCRH,CAPCA	86	72	57	79.16667	19	15	78.94737	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,BUCRH,CHAPE	164	144	119	82.63889	25	17	68	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,BUCRH,EURHE	101	90	70	77.77778	14	11	78.57143	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,BUCRH,HALAL	7	6	3	50	1	1	100	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,BUCRH,LEPDI	78	66	53	80.30303	7	7	100	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,BUCRH,MELGA	78	70	58	82.85714	4	4	100	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,BUCRH,NIPNI	37	33	26	78.78788	1	0	0	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,BUCRH,PTEGU	105	92	75	81.52174	14	10	71.42857	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,BUCRH,PYGAD	15	14	12	85.71429	1	1	100	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,CALAN,PHORU	56	49	39	79.59184	6	3	50	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,CALAN,TAUER	103	87	72	82.75862	15	13	86.66667	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,CAPCA,STRCA	67	57	50	87.7193	6	5	83.33333	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,CARCR,MERNU	63	54	37	68.51852	7	6	85.71429	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,CARCR,TYTAL	38	35	28	80	5	4	80	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,CATAU,CALAN	61	56	46	82.14286	8	7	87.5	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,CATAU,GAVST	19	18	17	94.44444	1	1	100	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,CHAPE,TAUER	107	95	76	80	10	7	70	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,CHAVO,OPHHO	45	38	36	94.73684	4	4	100	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,CHLUN,COLLI	88	77	60	77.92208	16	12	75	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,COLLI,GALGA	71	63	48	76.19048	9	7	77.77778	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,COLST,NIPNI	41	37	32	86.48649	2	0	0	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,COLST,OPHHO	92	82	65	79.26829	18	12	66.66667	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,CUCCA,COLLI	167	150	125	83.33333	35	26	74.28571	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,CUCCA,GALGA	75	64	49	76.5625	4	3	75	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,EGRGA,ANAPL	65	57	49	85.96491	5	5	100	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,FALPE,ANAPL	88	79	68	86.07595	17	15	88.23529	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,FALPE,CATAU	29	25	21	84	3	3	100	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,FALPE,COLST	116	103	83	80.58252	20	17	85	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,FALPE,PYGAD	12	11	10	90.90909	2	1	50	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,FULGL,EURHE	42	36	27	75	4	2	50	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,GALGA,ANAPL	151	127	102	80.31496	25	18	72	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,HALAL,CHLUN	9	6	6	100	1	1	100	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,HALAL,CUCCA	6	6	5	83.33333	1	1	100	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,HALAL,TAUER	1	1	0	0	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,HALLE,PHACA	2	2	1	50	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,HALLE,PHALE	6	4	2	50	1	1	100	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,LEPDI,MESUN	85	73	57	78.08219	13	8	61.53846	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,LEPDI,PELCR	25	24	20	83.33333	1	1	100	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,LEPDI,PHACA	40	34	31	91.17647	3	3	100	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,LEPDI,PHALE	36	29	22	75.86207	4	3	75	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,MELUN,BALRE	42	38	30	78.94737	4	4	100	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,MELUN,CAPCA	67	58	50	86.2069	7	6	85.71429	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,MELUN,CHAPE	102	95	80	84.21053	12	8	66.66667	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,MELUN,COLLI	116	103	83	80.58252	22	15	68.18182	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,MELUN,EGRGA	46	42	31	73.80952	3	1	33.33333	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,MELUN,FALPE	126	116	96	82.75862	44	35	79.54545	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,MERNU,APTFO	19	16	15	93.75	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,MERNU,CATAU	56	46	37	80.43478	3	2	66.66667	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,MERNU,CHAVO	68	60	46	76.66667	8	6	75	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,MERNU,COLST	187	162	123	75.92593	32	20	62.5	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,MESUN,TINMA	149	130	98	75.38462	16	10	62.5	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,NESNO,CARCR	37	30	24	80	6	3	50	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,NESNO,CHAVO	39	31	25	80.64516	4	4	100	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,NESNO,FALPE	80	70	59	84.28571	14	12	85.71429	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,NIPNI,ANAPL	51	46	39	84.78261	6	4	66.66667	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,NIPNI,CHAVO	24	23	18	78.26087	5	2	40	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,NIPNI,CHLUN	47	39	26	66.66667	8	2	25	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,NIPNI,FULGL	21	19	13	68.42105	4	3	75	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,NIPNI,GALGA	27	21	16	76.19048	3	1	33.33333	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,NIPNI,MELGA	23	20	14	70	4	3	75	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,NIPNI,PODCR	27	26	21	80.76923	2	2	100	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,OPHHO,CALAN	125	113	85	75.22124	13	10	76.92308	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,PELCR,COLLI	27	26	23	88.46154	5	4	80	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,PELCR,PYGAD	3	2	2	100	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,PHACA,CHAVO	31	28	21	75	4	3	75	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,PHACA,FULGL	19	17	14	82.35294	2	1	50	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,PHACA,OPHHO	49	41	34	82.92683	8	6	75	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,PHACA,STRCA	57	50	41	82	5	5	100	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,PHALE,CHAVO	39	34	28	82.35294	1	1	100	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,PHALE,OPHHO	36	33	26	78.78788	1	1	100	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,PHORU,MELGA	24	21	16	76.19048	2	1	50	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,PICPU,ANAPL	173	153	117	76.47059	19	14	73.68421	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,PICPU,BALRE	92	78	66	84.61538	13	11	84.61538	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,PICPU,BUCRH	218	189	147	77.77778	30	22	73.33333	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,PICPU,CAPCA	115	106	89	83.96226	17	14	82.35294	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,PICPU,EURHE	182	161	131	81.36646	28	20	71.42857	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,PICPU,GALGA	114	104	74	71.15385	9	5	55.55556	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,PICPU,GAVST	73	67	57	85.07463	13	10	76.92308	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,PICPU,HALLE	18	16	12	75	2	0	0	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,PICPU,PHACA	83	76	66	86.84211	11	8	72.72727	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,PICPU,PYGAD	28	24	19	79.16667	1	1	100	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,PODCR,ANAPL	70	63	48	76.19048	5	4	80	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,PODCR,STRCA	47	39	34	87.17949	2	2	100	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,PTEGU,TINMA	107	96	66	68.75	17	13	76.47059	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,PYGAD,PHALE	10	9	5	55.55556	2	1	50	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,PYGAD,PHORU	9	6	4	66.66667	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,TYTAL,CAPCA	43	40	35	87.5	7	5	71.42857	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,TYTAL,CHLUN	41	38	32	84.21053	3	3	100	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MANVI,TYTAL,NIPNI	15	13	10	76.92308	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MELUN,NESNO,BALRE	44	36	23	63.88889	10	6	60	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MELUN,NESNO,BUCRH	95	84	68	80.95238	10	8	80	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MELUN,NESNO,COLLI	124	117	92	78.63248	18	14	77.77778	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MELUN,NESNO,MESUN	74	68	51	75	11	8	72.72727	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MELUN,NESNO,STRCA	80	72	48	66.66667	5	3	60	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MELUN,NESNO,TAUER	65	49	37	75.5102	11	8	72.72727	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MERNU,CHAVO,BALRE	10	8	6	75	1	1	100	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MERNU,PICPU,ANAPL	60	51	42	82.35294	7	6	85.71429	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MERNU,PICPU,APAVI	59	52	39	75	7	4	57.14286	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MERNU,PICPU,CALAN	112	96	74	77.08333	17	11	64.70588	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MERNU,PICPU,PYGAD	9	6	4	66.66667	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MESUN,GALGA,MELGA	119	102	81	79.41176	18	15	83.33333	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MESUN,PTEGU,MELGA	15	13	11	84.61538	1	1	100	4_Random_controls					
0.TAEGU,GEOFO,CORBR,MESUN,PTEGU,PHORU	11	10	9	90	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,CORBR,NIPNI,CHLUN,TAUER	7	7	5	71.42857	1	1	100	4_Random_controls					
0.TAEGU,GEOFO,CORBR,OPHHO,TINMA,STRCA	86	68	57	83.82353	7	6	85.71429	4_Random_controls					
0.TAEGU,GEOFO,CORBR,PELCR,EGRGA,ANAPL	12	12	11	91.66667	2	2	100	4_Random_controls					
0.TAEGU,GEOFO,CORBR,PELCR,EGRGA,CAPCA	7	6	4	66.66667	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,CORBR,PELCR,EGRGA,STRCA	12	10	8	80	2	0	0	4_Random_controls					
0.TAEGU,GEOFO,CORBR,PHACA,CALAN,CHAPE	42	32	23	71.875	7	5	71.42857	4_Random_controls					
0.TAEGU,GEOFO,CORBR,PHACA,CHAVO,BALRE	4	4	3	75	1	1	100	4_Random_controls					
0.TAEGU,GEOFO,CORBR,PHACA,GALGA,MELGA	71	60	49	81.66667	5	4	80	4_Random_controls					
0.TAEGU,GEOFO,CORBR,PHALE,EURHE,MESUN	14	13	10	76.92308	1	0	0	4_Random_controls					
0.TAEGU,GEOFO,CORBR,PHORU,PODCR,STRCA	13	10	8	80	2	1	50	4_Random_controls					
0.TAEGU,GEOFO,CORBR,PHORU,TINMA,STRCA	24	19	13	68.42105	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,CORBR,PICPU,CHLUN,TAUER	22	21	17	80.95238	4	4	100	4_Random_controls					
0.TAEGU,GEOFO,CORBR,PTEGU,PHORU,PODCR	21	18	15	83.33333	1	1	100	4_Random_controls					
0.TAEGU,GEOFO,CORBR,PYGAD,APTFO,ANAPL	29	26	19	73.07692	7	4	57.14286	4_Random_controls					
0.TAEGU,GEOFO,CORBR,PYGAD,APTFO,CHAVO	18	14	13	92.85714	2	2	100	4_Random_controls					
0.TAEGU,GEOFO,CORBR,PYGAD,APTFO,PODCR	17	17	14	82.35294	2	2	100	4_Random_controls					
0.TAEGU,GEOFO,CORBR,PYGAD,APTFO,PTEGU	22	19	17	89.47368	1	1	100	4_Random_controls					
0.TAEGU,GEOFO,CORBR,TAUER,MESUN,PTEGU	13	12	9	75	1	1	100	4_Random_controls					
0.TAEGU,GEOFO,CORBR,TYTAL,PELCR,EGRGA	3	2	1	50	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,CORBR,TYTAL,PHORU,PODCR	11	11	8	72.72727	2	2	100	4_Random_controls					
0.TAEGU,GEOFO,CORBR,TYTAL,PYGAD,APTFO	15	13	11	84.61538	2	1	50	4_Random_controls					
0.TAEGU,GEOFO,CUCCA,GALGA,MELGA,ANAPL	47	42	37	88.09524	3	2	66.66667	4_Random_controls					
0.TAEGU,GEOFO,EGRGA,CALAN,CHAPE,CAPCA	3	2	1	50	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,EGRGA,FULGL,PYGAD,APTFO	1	1	1	100	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,FALPE,MESUN,PTEGU,COLLI	1	1	1	100	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,FULGL,PYGAD,APTFO,CAPCA	2	2	1	50	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,FULGL,PYGAD,APTFO,CHAVO	4	4	4	100	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,FULGL,PYGAD,APTFO,COLLI	3	2	2	100	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,FULGL,PYGAD,APTFO,EURHE	2	2	2	100	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,FULGL,PYGAD,APTFO,TAUER	2	1	1	100	0	0	0	4_Random_controls					
0.TAEGU,GEOFO,GALGA,MELGA,ANAPL,TINMA	93	82	63	76.82927	8	3	37.5	4_Random_controls					
